ACK_ID,ROW_ORDER,PROVIDER_ELIGIBLE_NAME,PROVIDER_ELIGIBLE_EIN,PROVIDER_ELIGIBLE_US_ADDRESS1,PROVIDER_ELIGIBLE_US_ADDRESS2,PROVIDER_ELIGIBLE_US_CITY,PROVIDER_ELIGIBLE_US_STATE,PROVIDER_ELIGIBLE_US_ZIP,PROV_ELIGIBLE_FOREIGN_ADDRESS1,PROV_ELIGIBLE_FOREIGN_ADDRESS2,PROV_ELIGIBLE_FOREIGN_CITY,PROV_ELIGIBLE_FOREIGN_PROV_ST,PROV_ELIGIBLE_FOREIGN_CNTRY,PROV_ELIGIBLE_FOREIGN_POST_CD
"20150729192530P030040968429001",1,"FIDELITY MANAGEMENT & RESEARCH COMP",,"82 DEVONSHIRE STREET",,"BOSTON","MA","02109",,,,,,
"20150729192530P030040968429001",2,"THE VANGUARD GROUP, INC.",,"PO BOX 2600",,"VALLEY FORGE","PA","194822600",,,,,,
"20150729192530P030040968429001",3,"DEUTSCHE INVESTMENT MANAGEMENT AMER",,"222 SOUTH RIVERSIDE PLAZA",,"CHICAGO","IL","606065808",,,,,,
"20150729192530P030040968429001",4,"OPPENHEIMER FUNDS, INC.",,"PO BOX 5270",,"DENVER","CO","802175270",,,,,,
"20150729192530P030040968429001",5,"AMERICAN CENTURY INVESTMENT MANAGEM",,"PO BOX 419786",,"KANSAS CITY","MO","641416786",,,,,,
"20150729192530P030040968429001",6,"CALVERT INVESTMENT MANAGEMENT, INC.",,"4550 MONTGOMERY AVENUE, SUITE 1000N",,"BETHESDA","MD","20814",,,,,,
"20150729192530P030040968429001",7,"CAPITAL RESEARCH AND MANAGEMENT COM",,"333 SOUTH HOPE STREET",,"LOS ANGELES","CA","90071",,,,,,
"20150729192530P030040968429001",8,"PIMCO",,"840 NEWPORT CENTER DRIVE",,"NEWPORT BEACH","CA","92660",,,,,,
"20150729192530P030040968429001",9,"T. ROWE PRICE ASSOCIATES, INC.",,"100 EAST PRATT STREET",,"BALTIMORE","MD","21202",,,,,,
"20150729192621P030040968509001",1,"CAPITAL RESEARCH & MANAGEMENT CO.","951411037",,,,,,,,,,,
"20150729200518P030040973485001",1,"PRINCIPAL LIFE INSURANCE COMPANY","420127290",,,,,,,,,,,
"20150729202239P040119738743001",1,"FRANDSEN BANK & TRUST","410947097","100 N. MINNESOTA ST",,"NEW ULM","MN","56073",,,,,,
"20150729205302P030143190161001",1,"ALLIANZ GLOBAL INVESTORS DISTRIBUTO",,"1345 AVENUE OF THE AMERICAS",,"NEW YORK","NY","10105",,,,,,
"20150729205302P030143190161001",2,"FRANKLIN TEMPLETON DISTRIBUTORS, IN",,"100 FOUNTAIN PARKWAY",,"ST. PETERSBURG","FL","33716",,,,,,
"20150729205302P030143190161001",3,"GOLDMAN SACHS",,"71 SOUTH WACKER DRIVE","SUITE 500","CHICAGO","IL","60606",,,,,,
"20150729205302P030143190161001",4,"INVESCO DISTRIBUTORS, INC.","741894784",,,,,,,,,,,
"20150729205302P030143190161001",5,"LORD ABBETT DISTRIBUTOR, LLC",,"90 HUDSON STREET",,"JERSEY CITY","NJ","07032",,,,,,
"20150729205302P030143190161001",6,"NUVEEN INVESTMENTS",,"333 W. WACKER DR",,"CHICAGO","IL","60606",,,,,,
"20150729205302P030143190161001",7,"OPPENHEIMER FUNDS INC.","132527171",,,,,,,,,,,
"20150729205302P030143190161001",8,"PRUDENTIAL INVESTMENTS LLC","223468527",,,,,,,,,,,
"20150729205302P030143190161001",9,"PUTNAM RETAIL MANAGEMENT",,"ONE POST OFFICE SQUARE",,"BOSTON","MA","02109",,,,,,
"20150729205302P030143190161001",10,"T. ROWE PRICE",,"100 EAST PRATT STREET",,"BALTIMORE","MD","21202",,,,,,
"20150729205302P030143190161001",11,"THORNBURG SECURITIES CORPORATION",,"2300 NORTH RIDGETOP RD.",,"SANTA FE","NM","87506",,,,,,
"20150729205302P030143190161001",12,"VICTORY CAPITAL MANAGEMENT","132700161",,,,,,,,,,,
"20150729212226P040119802855001",1,"BMO HARRIS BANK, N.A.","362085229",,,,,,,,,,,
"20150729221917P040119858151001",1,"MASSMUTUAL","041590850",,,,,,,,,,,
"20150729232824P040046255021001",1,"TRANSAMERICA LIFE INSURANCE COMPANY","390989781",,,,,,,,,,,
"20150729233042P030124362871001",1,"TIAA - TEACHERS INSURANCE AND ANNUI","131624203","730 THIRD AVE.",,"NEW YORK","NY","100173206",,,,,,
"20150729233042P030124362871001",2,"CREF - TIAA-CREF INVESTMENT MANAGEM","133586142","730 THIRD AVE.",,"NEW YORK","NY","100173206",,,,,,
"20150729234125P030124376807001",1,"MATRIX FINANCIAL SOLUTIONS","201591048","700 17TH STREET, STE 300",,"DENVER","CO","80202",,,,,,
"20150729234125P030124376807001",2,"AMERICAN FUNDS","951411037","3500 WISEMAN BOULEVARD",,"SAN ANTONIO","TX","78251",,,,,,
"20150729234125P030124376807001",3,"WELLS FARGO ADVISORS, LLC","341542819",,,,,,,,,,,
"20150730060405P030124789463001",1,"UNUM LIFE INSURANCE CO OF AMERICA","010278678","1 FOUNTAIN SQUARE",,"CHATTANOOGA","TN","37402",,,,,,
"20150730060443P040145850897001",1,"THE BUCKLEY GROUP OF PORTLAND INC.","311705652","75 MARKET ST STE 401",,"PORTLAND","ME","04101",,,,,,
"20150730060443P040145850897001",2,"BGA FINANCIAL","311705652","P.O. BOX 130",,"AUBURN","ME","04212",,,,,,
"20150730060443P040145850897001",3,"ANTHEM HEALTH PLAN OF MAINE, INC.","311705652","2 GANNETT DR.",,"SOUTH PORTLAND","ME","04106",,,,,,
"20150730060443P040145850897001",4,"DELTA DENTAL PLAN OF MAINE","010286541","ONE DELTA DR.",,"CONCORD","NH","03302",,,,,,
"20150730061426P040145862513001",1,"FIDELITY INV. INSTIT. OPERATIONS CO","042647786",,,,,,,,,,,
"20150730061426P040145862513003",1,"TIAA","131624203",,,,,,,,,,,
"20150730061918P030144091665001",1,"FIDELITY INVESTMENTS INSTITUTIONAL","042647786",,,,,,,,,,,
"20150730064131P030124850183001",1,"AMERICAN FUNDS",,"333 SOUTH HOPE STREET",,"LOS ANGELES","CA","90071",,,,,,
"20150730064131P030124850183001",2,"ARTISAN",,"875 E. WISCONSIN AVENUE","SUITE 800","MILWAUKEE","WI","53202",,,,,,
"20150730064131P030124850183001",3,"BLACKROCK",,"40 EAST 52ND STREET",,"NEW YORK","NY","10022",,,,,,
"20150730064131P030124850183001",4,"DREYFUS",,"144 GLENN CURTISS BLVD.",,"UNIONDALE","NY","11556",,,,,,
"20150730064131P030124850183001",5,"FEDERATED",,"FEDERATED INVESTORS TOWER","101 LIBERTY AVENUE","PITTTSBURGH","PA","15222",,,,,,
"20150730064131P030124850183001",6,"FIDELITY ADVISOR",,"82 DEVONSHIRE ST.",,"BOSTON","MA","02109",,,,,,
"20150730064131P030124850183001",7,"FRANKLIN FUNDS",,"PO BOX 997152",,"SACRAMENTO","CA","95899",,,,,,
"20150730064131P030124850183001",8,"HARBOR",,"111 S WACKER DRIVE","34TH FLOOR","CHICAGO","IL","60606",,,,,,
"20150730064131P030124850183001",9,"INVESCO FUNDS",,"1555 PEACHTREE STREET, N.E.",,"ATLANTA","GA","30309",,,,,,
"20150730064131P030124850183001",10,"JANUS",,"151 DETROIT ST.",,"DENVER","CO","80206",,,,,,
"20150730064131P030124850183001",11,"ROYCE",,"745 FIFTH AVENUE",,"NEW YORK","NY","10151",,,,,,
"20150730064131P030124850183001",12,"T. ROWE",,"100 EAST PRATT STREET",,"BALTIMORE","MD","21202",,,,,,
"20150730064131P030124850183001",13,"WELLS FARGO",,"420 MONTGOMERY STREET",,"SAN FRANCISCO","CA","94104",,,,,,
"20150730065655P030124883815001",1,"PRUDENTIAL RETIREMENT INSURANCE AND","061050034",,,,,,,,,,,
"20150730070002P030124889127001",1,"TIAA-TEACHERS INSURANCE AND ANNUITY","131624203","TIAA-TEACHERS INSURANCE AND ANNUITY","730 THIRD AVE","NEW YORK","NY","100173206",,,,,,
"20150730070743P040120346279001",1,"FIDELITY INVESTMENTS INSTITUTIONAL","042647786",,,,,,,,,,,
"20150730070943P040120346823001",1,"FIDELITY INVESTMENTS INSTITUTIONAL","042647786",,,,,,,,,,,
"20150730071150P030124906439001",1,"FIDELITY INVESTMENTS INSTITUTIONAL","042647786",,,,,,,,,,,
"20150730071419P030144147041001",1,"CHARLES SCHWAB & CO INC AND AFFIL","941737782",,,,,,,,,,,
"20150730071717P030124910359001",1,"VOYA RET. INS. & ANNUITY COMPANY","710294708","P.O BOX 990067",,"HARTFORD","CT","061990067",,,,,,
"20150730072600P030144157825001",1,"FIDELITY INVESTMENTS INSTITUTIONAL","042647786",,,,,,,,,,,
"20150730072800P030124924951001",1,"PRUDENTIAL RETIREMENT INSURANCE AND","061050034",,,,,,,,,,,
"20150730072907P030124925783001",1,"AMERICAN FUNDS","951411037",,,,,,,,,,,
"20150730072907P030124925783001",2,"GOLDMAN SACHS","135108880",,,,,,,,,,,
"20150730072907P030124925783001",3,"JP MORGAN","132624428",,,,,,,,,,,
"20150730072907P030124925783001",4,"LAZARD","204571006",,,,,,,,,,,
"20150730072907P030124925783001",5,"INVESCO","582287224",,,,,,,,,,,
"20150730072907P030124925783001",6,"T. ROWE PRICE","522264646",,,,,,,,,,,
"20150730072907P030124925783001",7,"VANGUARD","231945930",,,,,,,,,,,
"20150730072907P030124925783001",8,"PIMCO FUNDS","952632339",,,,,,,,,,,
"20150730072907P030124925783001",9,"BLACKROCK","046171663",,,,,,,,,,,
"20150730073002P030124926391001",1,"AMERICAN CENTURY",,"PO BOX 419200",,"KANSAS CITY","MO","64141",,,,,,
"20150730073002P030124926391001",2,"AMERICAN FUNDS",,"333 SOUTH HOPE STREET",,"LOS ANGELES","CA","90071",,,,,,
"20150730073002P030124926391001",3,"ARTISAN",,"875 E. WISCONSIN AVENUE","SUITE 800","MILWAUKEE","WI","53202",,,,,,
"20150730073002P030124926391001",4,"BARON",,"767 FIFTH AVENUE","49TH FLOOR","NEW YORK","NY","10153",,,,,,
"20150730073002P030124926391001",5,"BLACKROCK MMF",,"40 EAST 52ND STREET",,"NEW YORK","NY","10022",,,,,,
"20150730073002P030124926391001",6,"DREYFUS",,"144 GLENN CURTISS BLVD.",,"UNIONDALE","NY","11556",,,,,,
"20150730073002P030124926391001",7,"FEDERATED",,"FEDERATED INVESTORS TOWER","101 LIBERTY AVENUE","PITTTSBURGH","PA","15222",,,,,,
"20150730073002P030124926391001",8,"GOLDMAN SACHS",,"200 WEST STREET",,"NEW YORK","NY","10004",,,,,,
"20150730073002P030124926391001",9,"HARBOR",,"111 S WACKER DRIVE","34TH FLOOR","CHICAGO","IL","60606",,,,,,
"20150730073002P030124926391001",10,"INVESCO FUNDS",,"1555 PEACHTREE STREET, N.E.",,"ATLANTA","GA","30309",,,,,,
"20150730073002P030124926391001",11,"JENSEN",,"5300 MEADOWS ROAD","SUITE 250","LAKE OSWEGO","OR","970358234",,,,,,
"20150730073002P030124926391001",12,"MFS",,"111 HUNTINGTON AVENUE",,"BOSTON","MA","021997632",,,,,,
"20150730073002P030124926391001",13,"PIONEER",,"60 STATE STREET",,"BOSTON","MA","02109",,,,,,
"20150730073002P030124926391001",14,"PNC",,"620 LIBERTY AVENUE",,"PITTSBURGH","PA","15222",,,,,,
"20150730073002P030124926391001",15,"T. ROWE",,"100 EAST PRATT STREET",,"BALTIMORE","MD","21202",,,,,,
"20150730073215P030144167537001",1,"PIMCO","952632339",,,,,,,,,,,
"20150730073215P030144167537001",2,"VANGUARD","231945930",,,,,,,,,,,
"20150730073215P030144167537001",3,"T ROWE PRICE","522264646",,,,,,,,,,,
"20150730073215P030144167537001",4,"AMERICAN FUNDS","951411037",,,,,,,,,,,
"20150730073215P030144167537001",5,"FIDELITY","061194217",,,,,,,,,,,
"20150730073215P030144167537001",6,"GOLDMAN SACHS","135108880",,,,,,,,,,,
"20150730073215P030144167537001",7,"JANUS","431804048",,,,,,,,,,,
"20150730073215P030144167537001",8,"KEELEY","363160361",,,,,,,,,,,
"20150730073215P030144167537001",9,"MFS","042747644",,,,,,,,,,,
"20150730073215P030144167537001",10,"NUVEEN","363817266",,,,,,,,,,,
"20150730073215P030144167537001",11,"OAKMARK","043276558",,,,,,,,,,,
"20150730073215P030144167537001",12,"THORNBURG","850301299",,,,,,,,,,,
"20150730073337P030124928535001",1,"AMERICAN UNITED LIFE INSURANCE CO","350145825",,,,,,,,,,,
"20150730073706P040145955297001",1,"TEACHERS INS. AND ANNUITY ASSOC.","131624203",,,,,,,,,,,
"20150730073802P040120372631001",1,"PRINCIPAL LIFE INSURANCE COMPANY","420127290",,,,,,,,,,,
"20150730074030P030144182305001",1,"ALLIANZ GLOBAL INVESTORS DISTRIBUTO",,"1345 AVENUE OF THE AMERICAS",,"NEW YORK","NY","10105",,,,,,
"20150730074030P030144182305001",2,"AMERICAN CENTURY INVESTMENT SERVICE","440640487",,,,,,,,,,,
"20150730074030P030144182305001",3,"AMERICAN FUNDS DISTRIBUTORS, INC.","952769620",,,,,,,,,,,
"20150730074030P030144182305001",4,"BLACKROCK INVESTMENTS, INC.","232784752",,,,,,,,,,,
"20150730074030P030144182305001",5,"CALVERT DISTRIBUTORS, INC.",,"4550 MONTGOMERY AVE",,"BETHESDA","MD","20814",,,,,,
"20150730074030P030144182305001",6,"COLUMBIA",,"ONE FINANCIAL CENTER","MA5-515-14-01","BOSTON","MA","02111",,,,,,
"20150730074030P030144182305001",7,"DAVIS DISTRIBUTORS, LLC","850360310",,,,,,,,,,,
"20150730074030P030144182305001",8,"DELAWARE INVESTMENTS",,"2005 MARKET STREET",,"PHILADELPHIA","PA","19103",,,,,,
"20150730074030P030144182305001",9,"FRANKLIN TEMPLETON DISTRIBUTORS, IN",,"100 FOUNTAIN PARKWAY",,"ST. PETERSBURG","FL","33716",,,,,,
"20150730074030P030144182305001",10,"ING FUNDS SERVICES, LLC",,"7337 E. DOUBLETREE RANCH ROAD",,"SCOTTSDALE","AZ","85258",,,,,,
"20150730074030P030144182305001",11,"INVESCO DISTRIBUTORS, INC.","741894784",,,,,,,,,,,
"20150730074030P030144182305001",12,"IVY FUNDS, INC.",,"6300 LAMAR AVENUE","P. O. BOX 29217","SHAWNEE MISSION","KS","66201",,,,,,
"20150730074030P030144182305001",13,"J.P. MORGAN INVESTMENT MANAGEMENT I","133200244",,,,,,,,,,,
"20150730074030P030144182305001",14,"JANUS DISTRIBUTORS, LLC",,"151 DETROIT STREET",,"DENVER","CO","80206",,,,,,
"20150730074030P030144182305001",15,"LORD ABBETT DISTRIBUTOR, LLC",,"90 HUDSON STREET",,"JERSEY CITY","NJ","07032",,,,,,
"20150730074030P030144182305001",16,"MBSC SECURITIES CORPORATION, DISTRI",,"ONE BOSTON PLACE","24TH FLOOR","BOSTON","MA","02108",,,,,,
"20150730074030P030144182305001",17,"MFS FUND DISTRIBUTORS, INC.","042747644",,,,,,,,,,,
"20150730074030P030144182305001",18,"OPPENHEIMER FUNDS INC.","132527171",,,,,,,,,,,
"20150730074030P030144182305001",19,"PRINCIPAL FUNDS DISTRIBUTOR, INC.",,"1100 INVESTMENT BLVD","STE. 200","EL DORADO HILLS","CA","95762",,,,,,
"20150730074030P030144182305001",20,"THORNBURG SECURITIES CORPORATION",,"2300 NORTH RIDGETOP RD.",,"SANTA FE","NM","87506",,,,,,
"20150730074030P030144182305001",21,"VICTORY CAPITAL MANAGEMENT","132700161",,,,,,,,,,,
"20150730074341P030124940263001",1,"JOHN HANCOCK USA","010233346",,,,,,,,,,,
"20150730074345P030124940551001",1,"MASSACHUSETTS MUTUAL LIFE INSURANCE","041590850",,,,,,,,,,,
"20150730074440P040145976065001",1,"ALLIANZ FUNDS","941737782",,,,,,,,,,,
"20150730074440P040145976065001",2,"AMERICAN CENTURY INVESTMENTS","941737782",,,,,,,,,,,
"20150730074440P040145976065001",3,"BLACKROCK","941737782",,,,,,,,,,,
"20150730074440P040145976065001",4,"BMO FUNDS","941737782",,,,,,,,,,,
"20150730074440P040145976065001",5,"CALVERT INVESTMENTS","941737782",,,,,,,,,,,
"20150730074440P040145976065001",6,"CHARLES SCHWAB & CO, INC.","941737782",,,,,,,,,,,
"20150730074440P040145976065001",7,"CHARLES SCHWAB & CO., INC.","941737782",,,,,,,,,,,
"20150730074440P040145976065001",8,"COHEN & STEERS","941737782",,,,,,,,,,,
"20150730074440P040145976065001",9,"CULLEN FUNDS TRUST","941737782",,,,,,,,,,,
"20150730074440P040145976065001",10,"FIDELITY INVESTMENTS","941737782",,,,,,,,,,,
"20150730074440P040145976065001",11,"GOLDMAN SACHS","941737782",,,,,,,,,,,
"20150730074440P040145976065001",12,"HOTCHKIS AND WILEY","941737782",,,,,,,,,,,
"20150730074513P030124944327001",1,"AMERICAN CENTURY",,"PO BOX 419200",,"KANSAS CITY","MO","64141",,,,,,
"20150730074513P030124944327001",2,"AMERICAN FUNDS",,"333 SOUTH HOPE STREET",,"LOS ANGELES","CA","90071",,,,,,
"20150730074513P030124944327001",3,"BLACKROCK EQUITY",,"40 EAST 52ND STREET",,"NEW YORK","NY","10022",,,,,,
"20150730074513P030124944327001",4,"CALVERT FUNDS",,"4550 MONTGOMERY AVE.","SUITE 1125N","BETHESDA","MD","20814",,,,,,
"20150730074513P030124944327001",5,"INVESCO FUNDS",,"1555 PEACHTREE STREET, N.E.",,"ATLANTA","GA","30309",,,,,,
"20150730074513P030124944327001",6,"JANUS",,"151 DETROIT ST.",,"DENVER","CO","80206",,,,,,
"20150730074513P030124944327001",7,"PNC",,"620 LIBERTY AVENUE",,"PITTSBURGH","PA","15222",,,,,,
"20150730074701P040120377287001",1,"TIAA-TEACHERS INSURANCE AND ANNUITY","131624203",,,,,,,,,,,
"20150730074701P040120377287001",2,"CREF - TIAA-CREF INVESTMENT MANAGEM","133586142",,,,,,,,,,,
"20150730074701P040120377287001",3,"TIAA-CREF MUTUAL FUNDS-TEACHERS ADV","133760073",,,,,,,,,,,
"20150730074758P030124949143001",1,"VALIC FINANCIAL ADVISORS, INC.","741625348","2929 ALLEN PARKWAY","L6-20","HOUSTON","TX","77019",,,,,,
"20150730074906P030124951191001",1,"CHARLES SCHWAB TRUST COMPANY","421558009",,,,,,,,,,,
"20150730074906P030124951191001",2,"CHARLES SCHWAB INVESTMENT MGMT","943106735",,,,,,,,,,,
"20150730074934P040145991393001",1,"AMERICAN BEACON",,"4151 AMON CARTER BLVD",,"FORT WORTH","TX","76155",,,,,,
"20150730074934P040145991393001",2,"AMERICAN CENTURY",,"PO BOX 419200",,"KANSAS CITY","MO","64141",,,,,,
"20150730074934P040145991393001",3,"AMERICAN FUNDS",,"333 SOUTH HOPE STREET",,"LOS ANGELES","CA","90071",,,,,,
"20150730074934P040145991393001",4,"BARON",,"767 FIFTH AVENUE","49TH FLOOR","NEW YORK","NY","10153",,,,,,
"20150730074934P040145991393001",5,"BLACKROCK MMF",,"40 EAST 52ND STREET",,"NEW YORK","NY","10022",,,,,,
"20150730074934P040145991393001",6,"CLEARCOURSE FUNDS",,"6620 WEST BROAD STREET",,"RICHMOND","VA","23230",,,,,,
"20150730074934P040145991393001",7,"DREYFUS",,"144 GLENN CURTISS BLVD.",,"UNIONDALE","NY","11556",,,,,,
"20150730074934P040145991393001",8,"FEDERATED",,"FEDERATED INVESTORS TOWER","101 LIBERTY AVENUE","PITTTSBURGH","PA","15222",,,,,,
"20150730074934P040145991393001",9,"FIDELITY ADVISOR",,"82 DEVONSHIRE ST.",,"BOSTON","MA","02109",,,,,,
"20150730074934P040145991393001",10,"T. ROWE",,"100 EAST PRATT STREET",,"BALTIMORE","MD","21202",,,,,,
"20150730075236P030124958263001",1,"TRANSAMERICA LIFE INSURANCE COMPANY","390989781",,,,,,,,,,,
"20150730075347P040145999617001",1,"ASSOCIATED TRUST COMPANY, N.A.","300219031",,,,,,,,,,,
"20150730075422P030124963367001",1,"ALLIANCEBERNSTEIN L.P.","134064930",,,,,,,,,,,
"20150730075422P030124963367001",2,"BLACKROCK INVESTMENTS, INC.","232784752",,,,,,,,,,,
"20150730075422P030124963367001",3,"DAVIS DISTRIBUTORS, LLC","850360310",,,,,,,,,,,
"20150730075422P030124963367001",4,"ING FUNDS SERVICES, LLC",,"7337 E. DOUBLETREE RANCH ROAD",,"SCOTTSDALE","AZ","85258",,,,,,
"20150730075422P030124963367001",5,"INVESCO DISTRIBUTORS, INC.","741894784",,,,,,,,,,,
"20150730075422P030124963367001",6,"MFS FUND DISTRIBUTORS, INC.","042747644",,,,,,,,,,,
"20150730075422P030124963367001",7,"OPPENHEIMER FUNDS INC.","132527171",,,,,,,,,,,
"20150730075422P030124963367001",8,"PHOENIX - VIRTUS",,"56 PROSPECT STREET","PO BOX 150480","HARTFORD","CT","06115",,,,,,
"20150730075422P030124963367001",9,"TCW",,"200 PARK AVENUE","SUITE 2200","NEW YORK","NY","10166",,,,,,
"20150730075422P030124963367001",10,"VICTORY CAPITAL MANAGEMENT","132700161",,,,,,,,,,,
"20150730075426P040120383703001",1,"PRUDENTIAL RETIREMENT INSURANCE AND","061050034",,,,,,,,,,,
"20150730075843P030144203377001",1,"ALLIANCEBERNSTEIN L.P.","134064930",,,,,,,,,,,
"20150730075843P030144203377001",2,"ALLIANZ GLOBAL INVESTORS DISTRIBUTO",,"1345 AVENUE OF THE AMERICAS",,"NEW YORK","NY","10105",,,,,,
"20150730075843P030144203377001",3,"AMERICAN CENTURY INVESTMENT SERVICE","440640487",,,,,,,,,,,
"20150730075843P030144203377001",4,"DELAWARE INVESTMENTS",,"2005 MARKET STREET",,"PHILADELPHIA","PA","19103",,,,,,
"20150730075843P030144203377001",5,"EATON VANCE DISTRIBUTORS, INC.","043239487",,,,,,,,,,,
"20150730075843P030144203377001",6,"FIDELITY DISTRIBUTORS CORP.",,"500 SALEM STREET","MAIL ZONE O3N","SMITHFIELD","RI","02917",,,,,,
"20150730075843P030144203377001",7,"FRANKLIN TEMPLETON DISTRIBUTORS, IN",,"100 FOUNTAIN PARKWAY",,"ST. PETERSBURG","FL","33716",,,,,,
"20150730075843P030144203377001",8,"GOLDMAN SACHS",,"71 SOUTH WACKER DRIVE","SUITE 500","CHICAGO","IL","60606",,,,,,
"20150730075843P030144203377001",9,"IVY FUNDS, INC.",,"6300 LAMAR AVENUE","P. O. BOX 29217","SHAWNEE MISSION","KS","66201",,,,,,
"20150730075843P030144203377001",10,"JANUS DISTRIBUTORS, LLC",,"151 DETROIT STREET",,"DENVER","CO","80206",,,,,,
"20150730075843P030144203377001",11,"LEGG MASON INVESTOR SERVICES, LLC",,"100 INTERNATIONAL DRIVE",,"BALTIMORE","MD","21202",,,,,,
"20150730075843P030144203377001",12,"MFS FUND DISTRIBUTORS, INC.","042747644",,,,,,,,,,,
"20150730075843P030144203377001",13,"NUVEEN INVESTMENTS",,"333 W. WACKER DR",,"CHICAGO","IL","60606",,,,,,
"20150730075843P030144203377001",14,"NYLIFE DISTRIBUTORS, LLC",,"169 LACKAWANNA AVENUE",,"PARSIPPANY","NJ","07054",,,,,,
"20150730075843P030144203377001",15,"OPPENHEIMER FUNDS INC.","132527171",,,,,,,,,,,
"20150730075843P030144203377001",16,"PRUDENTIAL INVESTMENTS LLC","223468527",,,,,,,,,,,
"20150730075843P030144203377001",17,"PUTNAM RETAIL MANAGEMENT",,"ONE POST OFFICE SQUARE",,"BOSTON","MA","02109",,,,,,
"20150730075843P030144203377001",18,"T. ROWE PRICE",,"100 EAST PRATT STREET",,"BALTIMORE","MD","21202",,,,,,
"20150730075843P030144203377001",19,"THORNBURG SECURITIES CORPORATION",,"2300 NORTH RIDGETOP RD.",,"SANTA FE","NM","87506",,,,,,
"20150730075843P030144203377001",20,"VICTORY CAPITAL MANAGEMENT","132700161",,,,,,,,,,,
"20150730075856P040120390103001",1,"FIDELITY INVESTMENTS INSTITUTIONAL","042647786",,,,,,,,,,,
"20150730080117P040146018145001",1,"THE VANGUARD GROUP, INC.","231945930",,,,,,,,,,,
"20150730080117P040146018145001",2,"AXA EQUITABLE LIFE INSURANCE CO.","135570651",,,,,,,,,,,
"20150730080306P030124984391001",1,"THE VANGUARD GROUP, INC.","231945930","PO BOX 1110",,"VALLEY FORGE","PA","19482",,,,,,
"20150730080332P030124985303001",1,"AMERICAN CENTURY",,"PO BOX 419200",,"KANSAS CITY","MO","64141",,,,,,
"20150730080332P030124985303001",2,"AMERICAN FUNDS",,"333 SOUTH HOPE STREET",,"LOS ANGELES","CA","90071",,,,,,
"20150730080332P030124985303001",3,"ARTISAN",,"875 E. WISCONSIN AVENUE","SUITE 800","MILWAUKEE","WI","53202",,,,,,
"20150730080332P030124985303001",4,"BLACKROCK",,"40 EAST 52ND STREET",,"NEW YORK","NY","10022",,,,,,
"20150730080332P030124985303001",5,"DREYFUS",,"144 GLENN CURTISS BLVD.",,"UNIONDALE","NY","11556",,,,,,
"20150730080332P030124985303001",6,"EAGLE ASSET MANAGEMENT",,"880 CARILLON PARKWAY",,"ST. PETERSBURG","FL","33716",,,,,,
"20150730080332P030124985303001",7,"INVESCO FUNDS",,"1555 PEACHTREE STREET, N.E.",,"ATLANTA","GA","30309",,,,,,
"20150730080332P030124985303001",8,"JANUS",,"151 DETROIT ST.",,"DENVER","CO","80206",,,,,,
"20150730080332P030124985303001",9,"PIMCO",,"840 NEWPORT CENTER DRIVE","SUITE 100","NEWPORT BEACH","CA","92660",,,,,,
"20150730080332P030124985303001",10,"PNC",,"620 LIBERTY AVENUE",,"PITTSBURGH","PA","15222",,,,,,
"20150730080332P030124985303001",11,"ROYCE",,"745 FIFTH AVENUE",,"NEW YORK","NY","10151",,,,,,
"20150730080332P030124985303001",12,"T. ROWE",,"100 EAST PRATT STREET",,"BALTIMORE","MD","21202",,,,,,
"20150730080332P030124985303001",13,"WELLS FARGO",,"420 MONTGOMERY STREET",,"SAN FRANCISCO","CA","94104",,,,,,
"20150730080334P030124985687001",1,"AMERICAN FUNDS DISTRIBUTORS, INC.","952769620",,,,,,,,,,,
"20150730080334P030124985687001",2,"COLUMBIA",,"ONE FINANCIAL CENTER","MA5-515-14-01","BOSTON","MA","02111",,,,,,
"20150730080334P030124985687001",3,"INVESCO DISTRIBUTORS, INC.","741894784",,,,,,,,,,,
"20150730080334P030124985687001",4,"LORD ABBETT DISTRIBUTOR, LLC",,"90 HUDSON STREET",,"JERSEY CITY","NJ","07032",,,,,,
"20150730080334P030124985687001",5,"OPPENHEIMER FUNDS INC.","132527171",,,,,,,,,,,
"20150730080452P030124987351001",1,"FIDELITY INVESTMENTS INSTITUTIONAL","042647786",,,,,,,,,,,
"20150730080506P030124987959001",1,"TRANSAMERICA FINANCIAL LIFE INSURAN","366071399",,,,,,,,,,,
"20150730080543P040146028417001",1,,,,,,,,,,,,,
"20150730080544P030124989399001",1,"BLACKROCK INVESTMENTS, INC.","232784752",,,,,,,,,,,
"20150730080544P030124989399001",2,"DAVIS DISTRIBUTORS, LLC","850360310",,,,,,,,,,,
"20150730080544P030124989399001",3,"J.P. MORGAN INVESTMENT MANAGEMENT I","133200244",,,,,,,,,,,
"20150730080544P030124989399001",4,"MFS FUND DISTRIBUTORS, INC.","042747644",,,,,,,,,,,
"20150730080544P030124989399001",5,"WELLS FARGO FUNDS DISTRIBUTOR, LLC",,"525 MARKET STREET","12TH FLOOR","SAN FRANCISO","CA","94105",,,,,,
"20150730080556P030144208641001",1,"TRANSAMERICA FINANCIAL LIFE INSURAN","366071399",,,,,,,,,,,
"20150730080611P040146029681001",1,"PRINCIPAL LIFE INSURANCE COMPANY","420127290",,,,,,,,,,,
"20150730081101P040146041329001",1,"BMO HARRIS BANK, N.A.","362085229",,,,,,,,,,,
