,trade_nm,legal_name,street_addr_1_txt,cty_nm,st_cd,zip_cd,nname,nzip,snum,rating,lat,lon,stnum
11072,Sarasota Community School,"Community Schools, L.L.C.",845 S. School Ave.,Sarasota,FL,34237.0,sarasota community school,34237,845,0.0,-82.5257391045,27.3277877704,845.0
11073,Wireless Gadgets,"ASC Investments, LLC dba Wireless Gadgets","3801 W. Gandy Boulevard, Unit B",Tampa,FL,33611.0,wireless gadgets,33611,3801,5.0,-82.5110589469,27.8938207531,3803.0
11074,"Tyre, Luis - (AgEr)","Tyre Growers, Inc.",26450 S. W. 167th Avenue,Homestead,FL,33031.0,tyre luis - (ager),33031,26450,65.0,-80.395711225,25.996198994,18651.0
11075,Edward Zengel,"Edward Zengel & Son Express, Inc.",19595 North River Road,Alva,FL,33920.0,edward zengel,33920,19595,2.0,-81.6348341716,26.7259462328,19356.0
11076,Prospery Pierre,"J N Fast Picking, Inc",5122 NW 5 Avenue,Miami,FL,33127.0,prospery pierre,33127,5122,20.0,-80.2040763421,25.8224987399,5122.0
11077,Nate's Sanitation,Nate's Sanitation,2614 East 22nd Court,Panama City,FL,32405.0,nates sanitation,32405,2614,8.0,-85.7079674777,30.1884020994,3200.0
11078,Alvarez Mario FLC,"Alvarez, Mario FLC",1414 Maple Street,Arcadia,FL,34266.0,alvarez mario flc,34266,1414,2.0,-81.8437153062,27.2183597247,1414.0
11079,Stanley Cellular,Stanley Cellular,"6220 S. OBT, Suite 200",Orlando,FL,32809.0,stanley cellular,32809,6220,11.0,-81.4609772149,28.4695420633,6220.0
11080,Hemisphere Worldwide,Hemisphere Worldwide Consulting Inc.,5401 Kirkman Rd  Suite 610.,Orlando,FL,32819.0,hemisphere worldwide,32819,5401,2.0,-81.4589013929,28.4842823513,5401.0
11081,That Burger Joint,"Matt's Food Services, Inc.","21210 St. Andrews Blvd, Suite 15",Boca Raton,FL,33431.0,that burger joint,33431,21210,12.0,-80.137416789,26.3630935011,21210.0
11082,"Luna-Garcia, Cirilo - FLC",Garcia Harvesting,1410 North 20th Street,Haines City,FL,33844.0,luna-garcia cirilo - flc,33844,1410,0.0,-81.6150153271,28.1208953196,1410.0
11083,"Reyes-Rodriguez, Jose Jr. - FLC","Reyes-Rodriguez, Jose Jr.",405 Tulane Avenue,Wauchula,FL,33873.0,reyes-rodriguez jose jr - flc,33873,405,0.0,-81.8023514991,27.545147921,405.0
11084,Bergeron Land Development,Bergeron Land Development Properties & Invest,19612 SW 69 Place,Fort Lauderdale,FL,33332.0,bergeron land development,33332,19612,34.0,-80.412209,26.0314677056,19612.0
11085,Latin American Grill,Latin Doral Corp,7905 NW 36 St,Doral,FL,33166.0,latin american grill,33166,7905,20.0,-80.3253846917,25.8092326148,7905.0
11086,Henry Farms,Henry Farms and Ferns,2223 McBride Road,Seville,FL,32190.0,henry farms,32190,2223,5.0,-81.5115754942,29.3245189732,2198.0
11087,Premier Lending Source,Premier Lending Source,8825 Perimeter Park Blvd Ste 201,Jacksonville,FL,32216.0,premier lending source,32216,8825,20.0,-81.5551473382,30.2539946781,8825.0
11088,Dr. Hisham Hanai,"Dr. Hisham Hanai, M.D., P.A.",6527 Central Ave.,Saint Petersburg,FL,33710.0,dr hisham hanai,33710,6527,4.0,-82.7269388908,27.770909958,6527.0
11089,H & H Harvesting,"H & H Harvesting, LLC",558 Charwood Ave. South,Lehigh Acres,FL,33936.0,h & h harvesting,33936,558,27.0,-81.6574869202,26.6008154999,98.0
11090,Lake Correctional Institution,Florida Department of Corrections,19225 US Hwy 441,Clermont,FL,34715.0,lake correctional institution,34715,19225,50.0,-81.7008103646,28.6260190185,19225.0
11091,WUSF,University of South Florida,4202 Fowler Ave.,Tampa,FL,33620.0,wusf,33620,4202,5.0,-82.4136884562,28.0543693941,4001.0
11092,ABC Academy,MTW Holdings,1086 Port Malabar Blvd.,Palm Bay,FL,32905.0,abc academy,32905,1086,4.0,-80.6187900712,28.0190854762,1086.0
11093,Geoffrey Mouen Architects,Geoffrey P. Mouen Inc,"950 Celebration Blvd., Ste. G",Celebration,FL,34747.0,geoffrey mouen architects,34747,950,0.0,-81.5639433263,28.3069265762,950.0
11094,Eric Smith,Eric Smith,114 Pine Forest Circle,Crescent City,FL,32112.0,eric smith,32112,114,24.0,-81.2618942632,29.4630372947,46.0
11095,J & J Farming & Growing,"J & J Produce, Inc.",4003 SEMINOLE  PRATT WHITNEY RD,Loxahatchee,FL,33470.0,j & j farming & growing,33470,4003,24.0,-80.3079304715,26.7424732335,4007.0
11096,ER URGENT CARE MANAGEMENT,"E R URGENT CARE MANAGEMENT CO, INC",213 N FEDERAL HIGHWAY,Hallandale,FL,33009.0,er urgent care management,33009,213,6.0,-80.142483746,25.9885626769,213.0
11097,Southern Harvesting,"Southern Harvesting, L.L.C.",150 N. Graves Road,Fort Pierce,FL,34945.0,southern harvesting,34945,150,2.0,-80.4931288094,27.4465,150.0
11098,Cisneros Harvesting Inc,Cisneros Harvesting Inc,3501 NE Washington Street,Arcadia,FL,34266.0,cisneros harvesting inc,34266,3501,4.0,-81.8303408537,27.2527697281,3501.0
11099,"Primrose Center, Inc.","Primrose Center, Inc.",2733 S. Ferncreek Avenue,Orlando,FL,32806.0,primrose center inc,32806,2733,6.0,-81.3598138012,28.519487,1937.0
11100,Hastings-Spuds Labor Association,Hastings-Spuds Labor Association,7755 County Road 207,Hastings,FL,32145.0,hastings-spuds labor association,32145,7755,30.0,-81.4998068072,29.7145417271,8401.0
11101,"Elijah Haywood, Jr., FLC","Elijah Haywood, Jr.",5925 State Road 207,Elkton,FL,32033.0,elijah haywood jr flc,32033,5925,46.0,-81.4724645796,29.7434134707,5925.0
11102,Bratcher Farms,Bratcher Farms,Highway 100,Bunnell,FL,32110.0,bratcher farms,32110,Highway 100,35.0,-81.2522138274,29.4714803708,1101.0
11103,Triangle Food Mart,"Wadhwa, Inc.",3685 Hwy 19A,Mount Dora,FL,32757.0,triangle food mart,32757,3685,20.0,-81.6843792878,28.8122796712,3991.0
11104,"Nu-Tec Roofing Contractors, Inc.","Nu-Tec Roofing Contractors, Inc.",519 Crater Lane,Tampa,FL,33619.0,nu-tec roofing contractors inc,33619,519,6.0,-82.3453734753,27.9451374199,519.0
11105,Sany Builders Corp,Sany builders Corp,7703 Camino Real Apt. A 113,Miami,FL,33143.0,sany builders corp,33143,7703,28.0,-80.318035579,25.6939717784,7703.0
11106,SouthWind Gas & Food,"SouthWind Gas & Food, Inc.",841 Highway 27,Lady Lake,FL,32159.0,southwind gas & food,32159,841,15.0,-81.9114691384,28.8999513625,841.0
11107,Tires Plus,Morgan Tire & Auto LLC,12123 S. Orange Blossom Trail,Orlando,FL,32837.0,tires plus,32837,12123,9.0,-81.4045534404,28.3869287188,12123.0
11108,FICOHSA EXPRESS,FICOHSA EXPRESS LLC,2625 DAVIE ROAD,Fort Lauderdale,FL,33312.0,ficohsa express,33312,2625,15.0,-80.1766269438,26.1065689224,2625.0
11109,Double D Citrus Dealers,"Double D Citrus Dealers, Inc",1504 Hwy 557 A,Winter Haven,FL,33884.0,double d citrus dealers,33884,1504,32.0,-81.36630252,28.5846193069,1504.0
11110,"Elite Roofing Services, Inc.","Elite Roofing Services, Inc.",7712 E. Broadway Ave.,Tampa,FL,33619.0,elite roofing services inc,33619,7712,0.0,-82.3696381006,27.9668381964,7712.0
11111,Milcah Haywood FLC,Milcah Haywood,5935 State Road 207,Elkton,FL,32033.0,milcah haywood flc,32033,5935,46.0,-81.4724661129,29.7434109791,5935.0
11112,"Danny Johnston & Sons Farm, L.L.C.","Danny Johnston & Sons Farm, L.L.C.",7447 West State Road 100,Bunnell,FL,32110.0,danny johnston & sons farm llc,32110,7447,42.0,-81.3789873469,29.4816697484,7447.0
11113,Loncala Inc,"Loncala, Inc.",125 NW 1st Avenue,High Springs,FL,32643.0,loncala inc,32643,125,2.0,-82.5956432592,29.8263194899,125.0
11114,George Caine FLC,George Caine FLC,1075 East Wisconsin Avenue,Deland,FL,32724.0,george caine flc,32724,1075,0.0,-81.2830762437,29.0319999799,1075.0
11115,Robertson Brothers Farm,Robertson Brothers Farm,9835 Highway 100 W,Bunnell,FL,32110.0,robertson brothers farm,32110,9835,23.0,-81.3872929114,29.4815036311,8257.0
11116,DiMucci Companies,Dimucci Building Corporation of Florida,3422 S. Atlantic Avenue,Daytona Beach,FL,32118.0,dimucci companies,32118,3422,7.0,-80.9696780036,29.1520859797,3422.0
11117,"Joyner Construction, Inc.","Joyner Construction, Inc.","7545 W. University Ave, #B",Gainesville,FL,32607.0,joyner construction inc,32607,7545,5.0,-82.417576261,29.6533682171,7017.0
11118,"C.P. & Wesley Smith, Inc.","C.P. & Wesley Smith, Inc.",9050 County Road 13 South,Hastings,FL,32145.0,cp & wesley smith inc,32145,9050,27.0,-81.4283829041,29.6784591271,9050.0
11119,"G.W. Robinson Builders, Inc.","G.W. Robinson Builders, Inc.",6208 NW 43rd St.,Gainesville,FL,32653.0,gw robinson builders inc,32653,6208,0.0,-82.3866156412,29.713707813,6208.0
11120,Robinshore Incorporated,"Robinshore, Inc.",5800 NW 39 Avenue,Gainesville,FL,32606.0,robinshore incorporated,32606,5800,21.0,-82.3836400176,29.693641211,4398.0
11121,Hillsborough Association for Retarded Citizen,Hillsborough Association for Retarded Citizen,"3105 West Waters Avenue, Suite 207",Tampa,FL,33614.0,hillsborough association for retarded citizen,33614,3105,13.0,-82.4924992504,28.0255182396,3105.0
11122,Francis Electric,"Francis Electric, Inc.",6289 W. Sunrise Blvd. #112,Sunrise,FL,33313.0,francis electric,33313,6289,13.0,-80.2390109628,26.1436605915,6701.0
11123,No Limit Debris Removal Inc.,No Limit Debris Removal Inc.,7800 Deborah Lane,Pensacola,FL,32534.0,no limit debris removal inc,32534,7800,56.0,-87.2763016721,30.567284894,2398.0
11124,Recovery One Disaster Services Inc,Recovery One Disaster Services Inc.,1827 Village Court,Mulberry,FL,33860.0,recovery one disaster services inc,33860,1827,10.0,-81.9909188075,27.9348013551,1827.0
11125,J. Raymond Construction Corporation,J. Raymond Construction Corporation,465 W. Warren Avenue,Longwood,FL,32750.0,j raymond construction corporation,32750,465,0.0,-81.3518751526,28.7001995265,465.0
11126,K F Structures,"K F Structures, Inc.",700 Crooked Oak Court,Longwood,FL,32779.0,k f structures,32779,700,13.0,-81.4309585947,28.7027356687,700.0
11127,KLM Plumbing,"KLM Plumbing, Inc.",4855 W. Amelia,Orlando,FL,32808.0,klm plumbing,32808,4855,10.0,-81.4437031722,28.5489572195,4855.0
11128,White's Plumbing,"White's Plumbing, Inc.",3654 Peddie Drive,Tallahassee,FL,32303.0,whites plumbing,32303,3654,0.0,-84.3527894977,30.4681294769,3654.0
11129,Archer Western Contractors,"Archer Western Contractors, LTD., Inc.",3836 North Davis Highway,Pensacola,FL,32503.0,archer western contractors,32503,3836,0.0,-87.2192887445,30.4522768999,3836.0
11130,"A G  Pifer Construction Company, Inc.","A.G. Pifer Construction Company, Inc.",3629 Old Deland Road,Daytona Beach,FL,32124.0,a g  pifer construction company inc,32124,3629,8.0,-81.1293526541,29.1412683855,3629.0
11131,Allen Green Construction Company,Allen Green Construction Company,4248 Jackson Street,Port Orange,FL,32127.0,allen green construction company,32127,4248,0.0,-81.0017723703,29.1285255616,4248.0
11132,"Industrial Steel Fabricators, Inc.","Industrial Steel Fabricators, Inc.",11518 Normandy Blvd.,Jacksonville,FL,32221.0,industrial steel fabricators inc,32221,11518,0.0,-81.8890904187,30.2473336811,11518.0
11133,Copper Kettle Floral & Gifts,"Copper Kettle Floral & Gifts, Inc.",6420 S. Suncoast Blvd.,Homosassa,FL,34446.0,copper kettle floral & gifts,34446,6420,7.0,-82.574408472,28.7957521686,4506.0
11134,Joseph's Restaurant,"Joseph's Italian Restaurant, Inc.",9802 Baymeadows Road #19,Jacksonville,FL,32256.0,josephs restaurant,32256,9802,0.0,-81.5552650172,30.218833493,9802.0
11135,Energy Group (UMG),"Utilities Marketing Group, LLC",13100 56th Court Suite 705,Clearwater,FL,33760.0,energy group (umg),33760,13100,19.0,-82.709235121,27.8778787563,11798.0
11136,"Grade A Way, Inc.",Grade A Way Inc,2125 Old Combee Road,Lakeland,FL,33805.0,grade a way inc,33805,2125,8.0,-81.9410626101,28.1098290364,903.0
11137,Crowne Plaza,"Colombia Sussex Hotels, Inc.",10221 Princess Palm Ave.,Tampa,FL,33610.0,crowne plaza,33610,10221,17.0,-82.3334033751,27.9792765544,10221.0
11138,David Weeks Plumbing,"David Weeks Plumbing, Inc.",4175 S. Pipkin Creek Rd.,Lakeland,FL,33803.0,david weeks plumbing,33803,4175,4.0,-81.9910397332,27.9889259153,4175.0
11139,Macy's Pest Control,Macy's Termite & Pest Control Company,1080 Enterprise Ct. Suite A,Nokomis,FL,34275.0,macys pest control,34275,1080,7.0,-82.4034161433,27.1435853124,1080.0
11140,Black Bear Golf Club,"Black Bear Golf Club, L.L.C.",24505 Calusa Blvd.,Eustis,FL,32736.0,black bear golf club,32736,24505,0.0,-81.5469839946,28.8831283935,24505.0
11141,"Bartlett Brothers Roofing of West Pasco, Inc.","Bartlett Brothers Roofing of West Pasco, Inc.",5602 US Highway 19,New Port Richey,FL,34652.0,bartlett brothers roofing of west pasco inc,34652,5602,30.0,-82.7276122191,28.2404598639,5602.0
11142,Village at Dadeland,"Village at Dadeland Condominium Assoc, Inc.",7440 SW 82 Street,Miami,FL,33143.0,village at dadeland,33143,7440,20.0,-80.3137570203,25.6939797423,7440.0
11143,A + Printing Inc,"A+ Printing , Inc","13280 SW 131 Shtreet, S 109",Miami,FL,33186.0,a + printing inc,33186,13280,19.0,-82.6434879537,29.9504025991,13280.0
11144,Neuroscience Consultants,"Neurologic consultants,lopez,stewart,wagshul,","7330 SW 62nd Place, S-310 & 320",Miami,FL,33143.0,neuroscience consultants,33143,7330,6.0,-80.2949359004,25.7031619171,7330.0
11145,Fuji Sushi,"Fuji Sushi, Inc.","6700 Conroy Road, #155",Orlando,FL,32835.0,fuji sushi,32835,6700,0.0,-81.4722107944,28.4936023585,6700.0
11146,Pine Castle Inc,"Pine Castle, Inc.",4911 Spring Park Road,Jacksonville,FL,32207.0,pine castle inc,32207,4911,0.0,-81.6134156679,30.2736709186,4911.0
11147,R.J. Dougherty & Associates Inc.,"R.J. Dougherty & Associates, Inc.",544 Air Park Road,Edgewater,FL,32132.0,rj dougherty & associates inc,32132,544,0.0,-80.9282670647,28.9810252981,544.0
11148,"BEAT Enterprises, Inc.",BEAT Enterprises Inc,759 Grey Heron Place,Oviedo,FL,32766.0,beat enterprises inc,32766,759,0.0,-81.122446664,28.659747794,759.0
11149,Southern Sheet Metal Corp.,Southern Sheet Metal Corporation,1381 Neptune Drive,Boynton Beach,FL,33426.0,southern sheet metal corp,33426,1381,0.0,-80.0863790248,26.4896953134,1381.0
11150,Jerry Toler Construction Company,"Jerry Toler Construction Company, Inc.",9531 N. Palafox Street,Pensacola,FL,32534.0,jerry toler construction company,32534,9531,6.0,-87.2748912152,30.5351655524,9531.0
11151,"Didomizio Investments, Inc.","Didomizio Investments, Inc.",648 Poinsettia Avenue North,Clearwater Beach,FL,33767.0,didomizio investments inc,33767,648,8.0,-82.8257792872,27.9876952063,648.0
11152,Camper's Holiday,Trustee Corporation of Camper's Holiday Assoc,2092 Culbreath Road,Brooksville,FL,34602.0,campers holiday,34602,2092,0.0,-82.3705718758,28.4658634604,2092.0
11153,"Eagle Island Farms, Inc.","Eagle Island Farms, Inc.",9225 NW 240th Street,Okeechobee,FL,34972.0,eagle island farms inc,34972,9225,0.0,-80.9717224572,27.4647200178,9225.0
11154,"Munoz, Ruben, FLC","Dba A. Z. Grading and Packing, Inc",1107 SE 8th Avenue,Okeechobee,FL,34974.0,munoz ruben flc,34974,1107,0.0,-80.824006713,27.2328393898,1107.0
11155,"Sanchez, Antonio Harvesting FLC",Antonio Sanchez Harvesting,4040 Park Rd,Haines City,FL,33845.0,sanchez antonio harvesting flc,33845,4040,12.0,-81.5985577049,28.1171390644,1199.0
11156,Florida Management Services,"Florida Management Services, LLC",759 Harley Strickland Blvd,Orange City,FL,32763.0,florida management services,32763,759,0.0,-81.2923600336,28.9174693119,759.0
11157,Marshall Health and Rehab Center,"Perry Health Care Associates, LLC",207 Marshall Drive,Perry,FL,32348.0,marshall health and rehab center,32348,207,1.0,-83.5897980275,30.1265111814,207.0
11158,Everglades Hotel,"Inner City Holdings of Miami, LLC",1421 SE 9 avenue,Miami,FL,33136.0,everglades hotel,33136,1421,26.0,-80.2386340261,25.7626852846,1099.0
11159,E Macs Technologies,"E Macs Technologies, Inc.","2600 Maitland Center Parkway, #272",Maitland,FL,32751.0,e macs technologies,32751,2600,0.0,-81.397826455,28.634592644,2600.0
11160,Joanne Mahoney MD,"JOANNE F. MAHONEY, M.D.,P.A",95360 Oversea HWY,Key Largo,FL,33037.0,joanne mahoney md,33037,95360,10.0,-80.4863932862,25.0498218152,95360.0
11161,"Evans, Larry","Evans, Larry",400 Louisiana Avenue,Saint Cloud,FL,34769.0,evans larry,34769,400,4.0,-81.2992709456,28.2550102655,400.0
11162,"Duran, Daniel C.  FLC",Daniel Duran FLC,913 W. Palmetto Street,Avon Park,FL,33825.0,duran daniel c  flc,33825,913,0.0,-81.5117303294,27.6064507252,913.0
11163,Haines City Citrus Growers Association,Haines City Citrus Growers Association,8th Railroad Ave,Haines City,FL,33845.0,haines city citrus growers association,33845,8th Railroad Ave,1.0,-81.6304729212,28.1064638675,8.0
11164,Frank's Cleaners,"AD-AL International, Inc.",1240 SW 57th Ave,Miami,FL,33144.0,franks cleaners,33144,1240,7.0,-80.2879750561,25.7639313638,798.0
11165,"Florapersonnel, Inc.","Florapersonnel, Inc.",1740 Lake Markham Road,Sanford,FL,32771.0,florapersonnel inc,32771,1740,0.0,-81.391220416,28.7981048492,1740.0
11166,Larcina Maxwell,Larcina Maxwell,313 N 10th Street,Palatka,FL,32177.0,larcina maxwell,32177,313,0.0,-81.63817804,29.6507954138,313.0
11167,VerdeGo Nursery,Verdego Inc,4801 North State Street,Bunnell,FL,32110.0,verdego nursery,32110,4801,9.0,-81.2650466568,29.470836452,998.0
11168,Skinner Nurseries,Flagler County Wholesale Nursery Inc.,12990 Highway 11,Bunnell,FL,32110.0,skinner nurseries,32110,12990,22.0,-81.3115041958,29.3572247654,8998.0
11169,New North Florida Cooperative Association Inc,New North Florida Cooperative Association Inc,3806 Union Road,Marianna,FL,32446.0,new north florida cooperative association inc,32446,3806,0.0,-85.3405723102,30.8419771264,3806.0
11170,A & B Tires,"Gutaribe, Inc.",1029 E. 32nd Street,Hialeah,FL,33013.0,a & b tires,33013,1029,0.0,-80.2619809715,25.8519592245,1029.0
11171,Hospitality Cable & Service Corp,Hospitality Cable & Service Corp,85 Highway 17/92,DeBary,FL,32713.0,hospitality cable & service corp,32713,85,15.0,-81.3085563148,28.8831228678,85.0
11172,EAS - The Beacon Group Inc,EAS - The Beacon Group Inc,"6091 Johns Road, Suite 1",Tampa,FL,33634.0,eas - the beacon group inc,33634,6091,15.0,-82.5496645256,28.0075282618,6091.0
11173,"Hinojosa, Efren R., FLC","Hinojosa, Efren R., FLC","6425 40th street, NE",Naples,FL,34120.0,hinojosa efren r flc,34120,6425,7.0,-81.5288128159,26.3495501062,6425.0
11174,The Forest Carmel Forest Association,The Forest Carmel Forest Association,3666 SW 57th Avenue,Miami,FL,33135.0,the forest carmel forest association,33135,3666,20.0,-80.2874448549,25.7555847779,1799.0
11175,Unified Names /Register Fly,"Unified Names, Inc.",960 41st Street,Miami Beach,FL,33140.0,unified names /register fly,33140,960,2.0,-80.1354617465,25.8130193608,960.0
11176,Trade Direct USA,"Tradedirect USA, Inc.","2055 Wood Street, Suite 100",Sarasota,FL,34237.0,trade direct usa,34237,2055,0.0,-82.529266169,27.328501351,2055.0
11177,Collier Pest Control,"Collier Pest Control, Inc.",1852 40th Terrace SW- Suite D,Naples,FL,34116.0,collier pest control,34116,1852,14.0,-81.6884256389,26.1949007589,1852.0
11178,"Latin American Grill, Miami Lakes",Latin Lakes Corp,15342 NW 79 court,Hialeah,FL,33016.0,latin american grill miami lakes,33016,15342,20.0,-80.3301174678,25.9127843455,15342.0
11179,United State of Fitness (U.S.2),"U.S. 2 of Fitness, Inc.",2925 N. Military Trail,West Palm Beach,FL,33409.0,united state of fitness (us2),33409,2925,11.0,-80.1107028467,26.7205357832,2925.0
11180,United State of Fitness (U.S.3),"U.S.3 of Fitness, Inc.",3911-B Jog Road,Greenacres,FL,33463.0,united state of fitness (us3),33463,3911-B,1.0,-80.1467671745,26.6199466287,3911.0
11181,United State of Fitness ((U.S.4),"U.S. 4 of Fitness, Inc.",233 NE 2nd Avenue,Delray Beach,FL,33444.0,united state of fitness ((us4),33444,233,0.0,-80.0710629216,26.4653616439,233.0
11182,Aztec and Associates Real Estate,Aztec Realty Corp. of SW Florida,4456 Tamiami Trail,Port Charlotte,FL,33980.0,aztec and associates real estate,33980,4456,12.0,-82.0733765444,26.9640016223,4456.0
11183,Dunkin Donuts - WPB Okeechobee,"South Florida Donuts, Inc.",5641 Okeechobee Blvd,West Palm Beach,FL,33417.0,dunkin donuts - wpb okeechobee,33417,5641,0.0,-80.1295375935,26.7073182362,5641.0
11184,Dunkin Donuts - Deerfield,"South Florida Donuts, Inc.",1724 West Hillsboro Blvd,Deerfield Beach,FL,33442.0,dunkin donuts - deerfield,33442,1724,0.0,-80.126116163,26.3180222427,1724.0
11185,Dunkin Donuts - LW,"South Florida Donuts, Inc.",4430 Hypoluxo Road,Lake Worth,FL,33462.0,dunkin donuts - lw,33462,4430,17.0,-80.0622873301,26.5720222336,1304.0
11186,Dunkin Donuts - State Rd LW,"South Florida Donuts, Inc.",5905 State Road 7,Lake Worth,FL,33467.0,dunkin donuts - state rd lw,33467,5905,48.0,-80.2056293755,26.5927281608,5905.0
11187,Dunkin Donuts -Okeechobee - RPB,"South Florida Donuts, Inc.",10140 Okeechobee Blvd,Royal Palm Beach,FL,33411.0,dunkin donuts -okeechobee - rpb,33411,10140,0.0,-80.2021280969,26.7091984426,10140.0
11188,Appleby's Speciality Restaurants,Specialty Resturant Development LLC,1390 Dunlawton Avenue,Port Orange,FL,32128.0,applebys speciality restaurants,32128,1390,3.0,-81.0175709542,29.1203498246,1301.0
11189,Prestwick Golf Club at Plantation Bay,Plantation Bay Country Club LLC,1044 Hampstead Land,Ormond Beach,FL,32174.0,prestwick golf club at plantation bay,32174,1044,10.0,-81.1510342688,29.3757271594,1044.0
11190,Grand Haven Golf Club,Grand Haven Golf Club LLC,500 Riverfront Drive,Palm Coast,FL,32137.0,grand haven golf club,32137,500,8.0,-81.1655025558,29.5377837481,298.0
11191,Sugar Mill Country Club,Sugarmill Country Country Club Inc.,100 Clubhouse Circle,New Smyrna Beach,FL,32168.0,sugar mill country club,32168,100,10.0,-80.9828909252,29.0440548316,100.0
11192,Tuscawilla Country Club,RDC Golf Group Inc,1500 Winter Springs Blvd,Winter Springs,FL,32708.0,tuscawilla country club,32708,1500,0.0,-81.2477405127,28.6781465538,1500.0
11193,Rio Pinar Country Club,"Rio Pinar Country Club, Inc.",8600 El Prado Drive,Orlando,FL,32825.0,rio pinar country club,32825,8600,22.0,-81.2664068899,28.5263747382,8600.0
11194,Rolling Hills Golf Club,"Rolling Hills G.C. Management, LLC",1749 Art Hagan Place,Longwood,FL,32750.0,rolling hills golf club,32750,1749,0.0,-81.3790260735,28.6892941583,1749.0
11195,Alaqua Country Club,Alaqua Group LLLP,3060 Players Point,Longwood,FL,32779.0,alaqua country club,32779,3060,5.0,-81.3982737863,28.7446129981,3060.0
11196,Hidden Hills Golf Club,"Lucas Fairways, LLC",3901 Monument Road,Jacksonville,FL,32225.0,hidden hills golf club,32225,3901,0.0,-81.5027483727,30.3651405818,3901.0
11197,Jacksonville Golf & Country Club,"Jacksonville Golf & Country Club, Inc",3985 Hunt Club Road,Jacksonville,FL,32224.0,jacksonville golf & country club,32224,3985,0.0,-81.4705779978,30.2743888923,3985.0
11198,Country Club of Orange Park,"AR Club Management, Inc.",2525 Country Club Road,Orange Park,FL,32073.0,country club of orange park,32073,2525,15.0,-81.7669198299,30.1702308033,2525.0
11199,Deer Creek Country Club,ClubCorp Golf Florida LLC.,7816 McLaurin Road North,Jacksonville,FL,32256.0,deer creek country club,32256,7816,8.0,-81.5439495238,30.1750906633,10701.0
11200,People's Choice Mortgage,People's Trust Mortgage LLC,6753 Bent Grass Drive,Naples,FL,34113.0,peoples choice mortgage,34113,6753,9.0,-81.7084389433,26.0856332092,6753.0
11201,"Marin, Pedro FLC",Marin Harvesting,4533 Sturgeon Dr.,Sebring,FL,33870.0,marin pedro flc,33870,4533,0.0,-81.4855019429,27.5375955214,4533.0
11202,Reeves Nursery,Reeves Nursery Inc.,4350 Pioneer Trail,New Smyrna Beach,FL,32168.0,reeves nursery,32168,4350,6.0,-81.013532361,29.0469225963,3298.0
11203,"Butcher's Nursery, Inc.",Butcher Nursery Inc.,1425 Tomoka Farms Road,Daytona Beach,FL,32124.0,butchers nursery inc,32124,1425,11.0,-81.0905557688,29.1771069213,699.0
11204,Rainforest Plant Company,"Rainforest Plant Company, L.L.C.",638 South State Road 415,New Smyrna Beach,FL,32168.0,rainforest plant company,32168,638,42.0,-81.0817996512,28.972561739,638.0
11205,Beck's Wholesale Nursery,Beck's Wholesale Nursery,2190 Avocado Drive,Port Orange,FL,32128.0,becks wholesale nursery,32128,2190,23.0,-81.0840804665,29.0969583134,2188.0
11206,Pearle Vision Center,"Stonybrook Ventures, Inc.",10593 Ulmerton Road,Largo,FL,33771.0,pearle vision center,33771,10593,6.0,-82.7576656465,27.8945131926,8499.0
11207,Izeal Willis Jr.,Izeal Willis Jr.,308 Deer Run Road,Satsuma,FL,32189.0,izeal willis jr,32189,308,6.0,-81.6263676606,29.5625981995,308.0
11208,"Freight & Shipping, Inc.","Freight & Shipping, Inc.",4890 122nd Ave. N.,Clearwater,FL,33762.0,freight & shipping inc,33762,4890,11.0,-82.7002756966,27.8827686083,4890.0
11209,Murphy & Neale,"Murphy & Neale, P.A.","550 Fairway Dr, #203",Deerfield Beach,FL,33441.0,murphy & neale,33441,550,0.0,-80.1147509251,26.3254762882,550.0
11210,Cutaia Mortgage Group,"Cutaia Mortgage Group, Inc.","95 South Federal Hwy, 100",Boca Raton,FL,33432.0,cutaia mortgage group,33432,95,28.0,-80.0816125931,26.3860998469,95.0
11211,Po Folks Restaurant,"Kaylisa Enterprises, Inc.",2001 34th Street North,Saint Petersburg,FL,33713.0,po folks restaurant,33713,2001,4.0,-82.6793595302,27.7902974342,2001.0
11212,Elite LifeStyles of Florida,"Elite lifeStyles of Florida, Inc.",174 N. Florida Ave,Inverness,FL,34453.0,elite lifestyles of florida,34453,174,10.0,-82.3471837701,28.8580535076,3.0
11213,"The Wrench, Inc.","The Wrench, Inc.",4911 E Broadway,Tampa,FL,33605.0,the wrench inc,33605,4911,15.0,-82.4033508327,27.9613665012,4911.0
11214,American Home For Less - Appliance Depot,DEP Marketing LLC,425 East Macewen Dr.,Osprey,FL,34229.0,american home for less - appliance depot,34229,425,0.0,-82.4716181657,27.2013903415,425.0
11215,Gary's Oyster Bar & Seafood,Double G Inc,660 E Alfred Drive,Lake Alfred,FL,33850.0,garys oyster bar & seafood,33850,660,10.0,-81.7198022738,28.095639184,660.0
11216,A&E Party Land,E.C. Lewis Corporation,"1408 E Highway 50, Ste 14",Clermont,FL,34711.0,a&e party land,34711,1408,26.0,-81.7214567293,28.5704875924,14034.0
11217,Snellgrove's Restaurant,"Snellgrove's Restaurant, Inc.",109 S Collins Street,Plant City,FL,33566.0,snellgroves restaurant,33566,109,1.0,-82.1232647595,28.0151576545,109.0
