,Unnamed: 0,trade_nm,legal_name,street_addr_1_txt,cty_nm,st_cd,zip_cd,nname,nzip,snum,rating,lat,lon,stnum
8876,119290,Eagle Ridge Motors Inc.,Eagle Ridge Motors Inc.,23598 US Hwy 27 N.,Lake Wales,FL,33859.0,eagle ridge motors inc,33859,23598,37.0,-81.6215944970511,27.9558552577737,
8877,119292,Daniel L. Cendejas,Daniel L. Cendejas,PO Box 1141,Arcadia,FL,34265.0,daniel l cendejas,34265,1141,100.0,-81.8261243406917,27.1898619545555,
8878,119297,Beach Shell Inn,Beach Shell Enterprises LLC,2610 Estero Blvd,Fort Myers Beach,FL,33931.0,beach shell inn,33931,2610,0.0,-81.9413556457144,26.4480682292614,2610.0
8879,119298,Universal Vacations,Universal Vacations Ft. Myers Inc .,7050 Winkler Rd,Fort Myers,FL,33919.0,universal vacations,33919,7050,11.0,-81.899312194094,26.5321693050757,7050.0
8880,119299,South Florida Concrete & Masonry,"South Florida Concrete & Masonry, Inc.",PO Box 1089,Ft Myers,FL,33901.0,south florida concrete & masonry,33901,1089,102.0,-81.8786690956993,26.6211480302268,
8881,119306,Beans About Cooking,"Home Free, Inc.",2520 B McMullen Booth,Clearwater,FL,33761.0,beans about cooking,33761,2520,100.0,-82.7812800689894,27.9801387757291,
8882,119324,K.T. Carter Contracting Co.,"K.T. Carter Contracting, Inc.",1909 Beaver Street E.,Jacksonville,FL,32202.0,kt carter contracting co,32202,1909,4.0,-81.6305422341137,30.3258928987022,1909.0
8883,119354,American Data Medical,American Data Med,110 S. Hoover Blvd #108,Tampa,FL,33609.0,american data medical,33609,110,0.0,-82.5344098100772,27.9443153634895,110.0
8884,119355,Florida Internet,"Monarch Services Group, LLC",9000 N Florida Ave,Tampa,FL,33604.0,florida internet,33604,9000,0.0,-82.4595897065807,28.0309336614283,9000.0
8885,119369,Courtyard by Marriott,"Menna Oldsmar Partnership, LLC",4014 Tampa Road,Oldsmar,FL,34677.0,courtyard by marriott,34677,4014,0.0,-82.6556880882479,28.0359657062541,4014.0
8886,119377,XL WORLDWIDE CORP,XL WORLDWIDE CORP,10570 NW 37 TERRACE,MIAMI,FL,33178.0,xl worldwide corp,33178,10570,40.0,-80.3842884848111,25.8086108332987,10570.0
8887,119379,"Havana Harry's II , Inc","Havana Harry's II, Inc.",4612 Lejeun Rd,Miami,FL,33146.0,havana harrys ii  inc,33146,4612,66.0,-80.2612181178465,25.7326320420175,4298.0
8888,119402,"Nair and Co., Inc.",Nair and CO. Inc.,27725 Old 41 Road,Bonita Springs,FL,34135.0,nair and co inc,34135,27725,0.0,-81.778787160443,26.3355361262608,27725.0
8889,119406,City Sewer Cleaners,"City Sewer Cleaners, Inc.",5411 Orange Dr,Davie,FL,33314.0,city sewer cleaners,33314,5411,0.0,-80.2192153400284,26.066096150411,5411.0
8890,119414,"Josue Guitierrez Romero, FLC","Josue Guitierrez Romero, FLC",Siesta Motel,Palatka,FL,32177.0,josue guitierrez romero flc,32177,Siesta Motel,100.0,-81.7113735377731,29.6911796539601,
8891,119418,P & B Transport,"P.B.S. Enterprises, Inc., of GA.",6342 Arlington Expressway,Jacksonville,FL,32211.0,p & b transport,32211,6342,0.0,-81.5935953469258,30.3275580279596,6342.0
8892,119419,Executive Inn,"Silver Sppring Management, Inc.",10550 Balmore Drive,Jacksonville,FL,32218.0,executive inn,32218,10550,25.0,-81.6515431921604,30.4292966351437,10700.0
8893,119420,Control Environmental Services,"Control Environmental Services, Inc.",7653 Currency Dr.,Orlando,FL,32809.0,control environmental services,32809,7653,0.0,-81.4096232365389,28.4536127821115,7653.0
8894,119426,"Saldivar, Raul Jr. FLC","Raul Saldivar, Jr.",13220 East Bonita Beach Road,Bonita Springs,FL,34135.0,saldivar raul jr flc,34135,13220,11.0,-81.7146723894071,26.3318433509505,14600.0
8895,119427,"Ruiz, Ruben FLC",Ruben Ruiz,6th Avenue C,Moore Haven,FL,33471.0,ruiz ruben flc,33471,6th Avenue C,34.0,-80.6774070965895,26.6835682783021,
8896,119428,"Hurtado, Carlos  FLC",Carlos Hurtado,322 East Jefferson,Quincy,FL,32351.0,hurtado carlos  flc,32351,322,10.0,-84.5720603921339,30.588263913989,322.0
8897,119539,"Jagmania, Inc.","Jagmania, Inc.",9400 Atlantic Blvd Suite 9,Jacksonville,FL,32225.0,jagmania inc,32225,9400,0.0,-81.5546821098128,30.3187871945532,9400.0
8898,119548,Domino's Pizza,"Kostka Enterprises, Inc.",4158 County Road 218,Middleburg,FL,32068.0,dominos pizza,32068,4158,25.0,-81.8891599995249,30.0630202370636,4158.0
8899,119588,U.S. Buildings,U.S. Building Systems Corp,1182 E. Newport Center Dr,Deerfield Beach,FL,33442.0,us buildings,33442,1182,0.0,-80.1231425363669,26.3045613391963,1182.0
8900,119616,Caladesi Mobil/Caladesi Auto Body,"Caladesi Mobil, Inc./Caladesi Auto Body",2600 Bayshore Blvd.,Dunedin,FL,34698.0,caladesi mobil/caladesi auto body,34698,2600,0.0,-82.7803975941265,28.0494748288926,2600.0
8901,119624,The Villas @ Renas Square,Internacional Realty,1220 S. Missouri Ave.,Clearwater,FL,33756.0,the villas @ renas square,33756,1220,0.0,-82.7876882448482,27.9531560034422,1220.0
8902,119625,Viva La'Freda Restaurant,"Diaz Ames, Inc.",5901 N. Florida Avenue,Tampa,FL,33604.0,viva lafreda restaurant,33604,5901,0.0,-82.4593413191647,28.0006319999453,5901.0
8903,119626,"Pharmakon Labs, Inc.","Pharmakon Labs, Inc.",6050 Jet Port Industrial Blvd.,Tampa,FL,33634.0,pharmakon labs inc,33634,6050,15.0,-82.5437699353161,28.0035316897443,6050.0
8904,119627,Sunshine Youth Services,"Sunshine Youth Services, Inc.",4004 North Riverside Dr.,Tampa,FL,33603.0,sunshine youth services,33603,4004,2.0,-82.4732247529944,27.9820350583291,4004.0
8905,119628,Pay Day Motor Sales,SH&F inc.,2737 US HWy 92 E,Lakeland,FL,33801.0,pay day motor sales,33801,2737,32.0,-81.9060675817623,28.0478285003754,2737.0
8906,119648,Wipe Out Pest Control,"Wipeout Pests & Termites, Inc.",PO Box 578,Palm City,FL,34990.0,wipe out pest control,34990,578,100.0,-80.2404330252693,27.285771070207,
8907,119649,Rosemary Cottage,"Rosemary Cottage, Inc",4006 South McDill Avenue,Tampa,FL,33611.0,rosemary cottage,33611,4006,10.0,-82.4936374665477,27.9057439704553,4006.0
8908,119670,Macs  Custom Construction,"Macs Custom Construction, Inc.",848 Glouchester Street,Boca Raton,FL,33487.0,macs  custom construction,33487,848,0.0,-80.0707035746435,26.4045872944074,848.0
8909,119771,The Springs at Braden River,"Continental Properties Company, Inc.",702 51st St. E,Bradenton,FL,34208.0,the springs at braden river,34208,702,0.0,-82.4978300193035,27.4932354661982,702.0
8910,119807,Alexia's Salon & Day Spa,"Alexia's Salon & Day Spa, Inc.",6254 S. Dixie Hwy,Maimi,FL,33155.0,alexias salon & day spa,33155,6254,15.0,-80.3177278737083,25.6785935365008,9800.0
8911,119808,"Baires Product, Inc.","Baires Product, Inc.","7855 NW 12th St, S-205",Miami,FL,33126.0,baires product inc,33126,7855,5.0,-80.3234384282874,25.7827101074656,7855.0
8912,119854,Tires Plus,"Morgan Tire & Auto, Inc. division of Bridgest",1103 N. Washington Boulevard,Sarasota,FL,34236.0,tires plus,34236,1103,0.0,-82.530956522755,27.3464679838896,1103.0
8913,119889,Days Inn of Wildwood,"Anjani, Inc.",551 E SR 44,Wildwood,FL,34785.0,days inn of wildwood,34785,551,51.0,-80.2454601958473,27.1883298855172,
8914,119890,The Isles of Gateway,"Capreit Residential Management, LLC",10600 4th St. N,Saint Petersburg,FL,33716.0,the isles of gateway,33716,10600,4.0,-82.638906541728,27.8702767124953,10600.0
8915,119892,A-1 Construction Cleaning,A-1 Construction Cleaning,8122 San Jacinto Avenue,North Port,FL,34287.0,a-1 construction cleaning,34287,8122,0.0,-82.2440578820166,27.0603654084838,8122.0
8916,119904,Royal Covenant Services,Royal Covenant Services,P.O. Box 0129,Ocala,FL,34478.0,royal covenant services,34478,0129,100.0,-82.087426841181,29.1989044332866,
8917,119905,Del-Jen,"Del-Jen, Inc.",Gainesville Job Corp Center,Gainesville,FL,32609.0,del-jen,32609,Gainesville Job Corp Center,100.0,-82.3249683551181,29.6489077473981,
8918,119906,Beef O'Brady's,"T&J Wings, Inc",1546 North US Highway 41,Inverness,FL,34453.0,beef obradys,34453,1546,38.0,-82.3641424473983,28.8801142905107,
8919,119907,Emerald Coast RV Beach Resort,Emerald Coast RV Beach Resort,1957 Allison Ave.,Panama City Beach,FL,32407.0,emerald coast rv beach resort,32407,1957,17.0,-85.7866558459442,30.1837696493724,1957.0
8920,119908,"BearingPoint, Inc.","BearingPoint, Inc.",2908 Thomas Dr.,Panama City,FL,32408.0,bearingpoint inc,32408,2908,17.0,-85.7512410760707,30.1550546409384,2705.0
8921,119909,Contravest,"Contravest, Inc.","100 Colonial Center Parkway, Ste. 470",Lake Mary,FL,32746.0,contravest,32746,100,0.0,-81.3538895387321,28.7900922443534,100.0
8922,119910,Nations Truck & Suv Center,"James MacKenney Supercenter, Inc.",4165 N. Highway 17-92,Sanford,FL,32773.0,nations truck & suv center,32773,4165,17.0,-81.2945850809289,28.7461435020072,4165.0
8923,119911,The  Fitness Fetish,LAMO Inc,P.O. Box 4782 (mail),Santa Rosa Beach,FL,32459.0,the  fitness fetish,32459,(mail),109.0,-86.1881413472485,30.3635218075514,
8924,119912,Specialty Center of Pensacola,Delta Health Group Inc.,6984 Pine Forest Rd.,Pensacola,FL,32526.0,specialty center of pensacola,32526,6984,45.0,-87.3300550719822,30.497159148445,
8925,119913,Product Locators Inc.,"Product Locators, Inc.","1107 East Silver Springs Blvd., Ste. 3",Ocala,FL,34471.0,product locators inc,34471,1107,1.0,-82.1252887541344,29.1871742223121,1107.0
8926,119914,Richart Landscaping & Irrigation Co.,The Evensen Group LLC,310 Anchor Rd.,Longwood,FL,32750.0,richart landscaping & irrigation co,32750,310,2.0,-81.3459059190225,28.6695888761729,310.0
8927,119916,F.S. Enterprise,,"915 Doyle Road, Ste. 303-321",Deltona,FL,32725.0,fs enterprise,32725,915,0.0,-81.2514659884913,28.8692146305946,915.0
8928,119917,Discount Market,Monu Enterprises Inc.,105 W. Plymouth Ave.,Deland,FL,32720.0,discount market,32720,105,0.0,-81.3040477920062,29.0428991695415,105.0
8929,119918,Callaghan Tire,"Dan Callaghan Enterprise, Inc.",5557 SW 1st Lane,Ocala,FL,34474.0,callaghan tire,34474,5557,0.0,-82.21036772425,29.185136241799,5557.0
8930,119923,Key Financial Corporation,Key Financial Corporation,3631 131st Avenue N.,Clearwater,FL,33762.0,key financial corporation,33762,3631,16.0,-82.6849024148542,27.8912240872966,3632.0
8931,119938,Reynaldo Valencia,Reynaldo Valencia,P.O. Box 1573,Wimauma,FL,33598.0,reynaldo valencia,33598,1573,100.0,-82.1339560809993,27.7763584397572,
8932,119944,West Coast All Star Academy,"West Coast All Star Academy, Inc.",10611 Bay Pines Blvd.,Saint Petersburg,FL,33784.0,west coast all star academy,33784,10611,12.0,-82.7561158661815,27.810871005447,
8933,119960,"Burgess, Cleveland, FLC","Burgess, Cleveland",424 SE 15 St.,Immokalee,FL,34142.0,burgess cleveland flc,34142,424,26.0,-81.4337787749819,26.4247434511394,
8934,119972,"Jaime, Ysmael FLC","Jaime, Ysmael FLC",513 5th Street,Dundee,FL,33838.0,jaime ysmael flc,33838,513,2.0,-81.6144658441931,28.016662759873,513.0
8935,120013,Professional Learning Center,Professional Learning Center of Boynton Beach,661 W. Boynton Beach Blvd,Boynton Beach,FL,33437.0,professional learning center,33437,661,4.0,-80.057499442887,26.5289856707164,661.0
8936,120015,National Biovet Laboratory,"ZHO Enterprises, Inc.",10830 SW 104 Street,Miami,FL,33176.0,national biovet laboratory,33176,10830,26.0,-80.3708116040685,25.6721901920619,10830.0
8937,120017,Vera,"Pat Gold, Inc.","9700 Collins Ave, #S-255",Miami Beach,FL,33154.0,vera,33154,9700,11.0,-80.1230074514778,25.8875258046332,9700.0
8938,120019,George Morris,George Morris,19033 Lake Road,Altoona,FL,32702.0,george morris,32702,19033,6.0,-81.6429738864578,28.9965672500556,19033.0
8939,120032,City of Tampa/Department of Code Enforcement,City of Tampa,102 East 7th Avenue,Tampa,FL,33602.0,city of tampa/department of code enforcement,33602,102,0.0,-82.4608858042576,27.9605219966529,102.0
8940,120064,"Superior In Home Care, Inc","Superior In-Home Care, Inc.",1000 N New Warrington Road,Pensacola,FL,32506.0,superior in home care inc,32506,1000,7.0,-87.2731407452017,30.4241504680686,1000.0
8941,120065,Filing Source Inc,"Tab of Northeast Florida, Inc",7529 Salisbury Road S.,Jacksonville,FL,32255.0,filing source inc,32255,7529,3.0,-81.5787775459387,30.2351331945601,7529.0
8942,120092,Ole Time Country Buffet,"Southern Cooking, Inc.",1701 N. Monroe Street,Tallahassee,FL,32303.0,ole time country buffet,32303,1701,2.0,-84.2819142053578,30.4623544596275,1700.0
8943,120094,"Contruction Labor Contractors, Inc.",Construction Labor Corporation,5627 Atlantic Blvd Suite 6,Jacksonville,FL,32207.0,contruction labor contractors inc,32207,5627,0.0,-81.6057658695348,30.3118905091454,5627.0
8944,120101,Calais Park Apartment Homes,Boulder Venture South LLC,5800 Calais Lane,St. Petersburg,FL,33714.0,calais park apartment homes,33714,5800,0.0,-82.6635468950821,27.8242169288028,5800.0
8945,120104,A & J Harvesting - FLC,"Jaimes, Angel  -  FLC",1905 Rigdon Road,Wauchula,FL,33873.0,a & j harvesting - flc,33873,1905,0.0,-81.8230188758273,27.5754221703265,1905.0
8946,120105,Benito Garcia Valencia,Benito Garcia Valencia,308 58th Ave. East,Bradenton,FL,34203.0,benito garcia valencia,34203,308,0.0,-82.5612255785835,27.4389050051074,308.0
8947,120106,The Villages Charter School,"The Villages Charter School, Inc.",215 Buffalo Trail,The Villages,FL,32159.0,the villages charter school,32159,215,21.0,-80.6715302919801,28.2193629513468,215.0
8948,120108,"Bruce Component Systems, Inc.","Bruce Component Systems, Inc.",3409 West Pennington Court,Lecanto,FL,34461.0,bruce component systems inc,34461,3409,0.0,-82.4905393678871,28.8163437614931,3409.0
8949,120109,"Pocket Change International, Inc.","Pocket Change International, Inc.",113 Flag Ship Drive,Lutz,FL,33549.0,pocket change international inc,33549,113,59.0,-82.6630157210032,28.3632106354764,
8950,120110,Kindred Hospital,"Kindred Healthcare, Inc",4555 South Manhattan,Tampa,FL,33611.0,kindred hospital,33611,4555,15.0,-82.5185355826734,27.8981299999534,4555.0
8951,120111,"Manufactured Home Communities, Inc.",Equity Lifestyles Properties,4000 N. Tuttle Ave.,Sarasota,FL,34234.0,manufactured home communities inc,34234,4000,6.0,-82.5138569054293,27.369700450602,4000.0
8952,120112,Transcontinental Title Company,Transcontinental Title Company,2605 Enterprise Road East,Clearwater,FL,33759.0,transcontinental title company,33759,2605,0.0,-82.7301229721975,28.0104476053749,2605.0
8953,120113,"XYZ Liquor, Inc.","XYZ Liquor, Inc.",P.O. 1714,Lakeland,FL,33802.0,xyz liquor inc,33802,P.O. 1714,100.0,-82.1164066139949,27.9927361265392,
8954,120115,Peace River Center,Peace River Center,1239 E. Main Street,Bartow,FL,33831.0,peace river center,33831,1239,1.0,-81.8314916571696,27.8967479317359,1239.0
8955,120116,Rocky Creek ALF,Advantage Home Care,8606 Boulder Court,Tampa,FL,33615.0,rocky creek alf,33615,8606,15.0,-82.5778526761164,28.0285882690817,8606.0
8956,120123,Lil' Eagles II,"Right Track Educational Center and School,Inc",2801 East 17th Ave.,Tampa,FL,33605.0,lil eagles ii,33605,2801,0.0,-82.428591697891,27.9674217507263,2801.0
8957,120124,Expert Landscape Services,"Expert Landscape Services, Inc.",7322 Manatee Avenue W #116,Bradenton,FL,34209.0,expert landscape services,34209,7322,2.0,-82.6350964364834,27.4959367558767,7101.0
8958,120152,Orthopedic and Sports Medicine of Miami,Ortopedic adn Sports Medeicine of Miami PA,"6701 Sunset Dr, #201",Miami,FL,33143.0,orthopedic and sports medicine of miami,33143,6701,6.0,-80.3014149603187,25.7038471849153,6701.0
8959,120153,Dunkin Donuts,Coffee And...Inc.,1496 NE Miami Gardens Drive,Miami,FL,33179.0,dunkin donuts,33179,1496,14.0,-80.168909814471,25.9458248332537,1579.0
8960,120154,Boca Pointe Country Club,"Boca Pointe Country Club, Inc.",7144 Boca Pointe Dr,Boca Raton,FL,33433.0,boca pointe country club,33433,7144,0.0,-80.1590491884096,26.3378641455805,7144.0
8961,120156,AMPM Door Repair Service,"AMPM Door Repair Service,  inc.",273 Glennwood Drive,Lakeland,FL,33805.0,ampm door repair service,33805,273,10.0,-81.9547972760348,28.0881879685596,273.0
8962,120158,Smitty's A/C,"Smitty's Air-Conditioning, Inc.",1871 South Tamiami Trail,Venice,FL,34293.0,smittys a/c,34293,1871,10.0,-82.4176365022603,27.0640830587525,1871.0
8963,120159,Motel 6,"Accor Hotels, Inc.",660 67th St. Circle East,Bradenton,FL,34208.0,motel 6,34208,660,15.0,-82.4769667615089,27.4972997501674,660.0
8964,120160,Gulf Drive Cafe,"Koko and Associates, Inc.",900 Gulf Drive,Bradenton Beach,FL,34217.0,gulf drive cafe,34217,900,17.0,-82.7192352053632,27.5083012318317,5610.0
8965,120161,R & R Heating and Cooling,R & R Heating and Cooling of Polk County Inc.,15 3rd Street,Eagle Lake,FL,33839.0,r & r heating and cooling,33839,15,0.0,-81.757872578974,27.9796302736962,15.0
8966,120194,Citrus County School Board Transportation,Citrus County School Board Transportation,1007 West Main Street,Inverness,FL,34450.0,citrus county school board transportation,34450,1007,0.0,-82.3428363538403,28.8358837577688,1007.0
8967,120195,J. Paul Melton Physical Therapy,"J. Paul Melton , P.T., P.A., Inc.","13787 Belcher Road S., Suite 140",Largo,FL,33771.0,j paul melton physical therapy,33771,13787,0.0,-82.7456739652784,27.8989938202268,13787.0
8968,120197,Rotelli Pizza Pasta,"E&M Hospitality, Inc.",2784 East Fowler Avenue,Tampa,FL,33613.0,rotelli pizza pasta,33613,2784,1.0,-82.429322954884,28.0545772420654,2784.0
8969,120198,Florida Tile Loaders & Hendricks Roofing,"Hendricks Roofing, Inc.",1956 Wolford Road,Clearwater,FL,33765.0,florida tile loaders & hendricks roofing,33765,1956,100.0,-82.7812800689894,27.9801387757291,
8970,120266,Securitas Security Service Inc,Securitas Security Services,9485 Regency Square Blvd Suite 100,Jacksonville,FL,32225.0,securitas security service inc,32225,9485,0.0,-81.5520695944916,30.3263401534538,9485.0
8971,120267,"MicBro Audiology Hearing Aid Center, Inc","MicBro Audiology Hearing Aid Center, Inc",6825 State Road 54,New Port Richey,FL,34653.0,micbro audiology hearing aid center inc,34653,6825,40.0,-82.701841345829,28.2170577897907,6825.0
8972,120269,Quizno's Subs,"Letson Holdings, Inc.",7143 Seminole Blvd.,Seminole,FL,33772.0,quiznos subs,33772,7143,0.0,-82.7869504871406,27.837280184409,7143.0
8973,120336,Chromalloy Castings Tampa Corporation,Sequa,7030 Anderson Road,Tampa,FL,33634.0,chromalloy castings tampa corporation,33634,7030,15.0,-82.5333905776575,28.0139343222152,7030.0
8974,120338,"Family Property Trust Services, Inc.","Family Property Trust Services, Inc.",1019 Ohio Ave. #B,Palm Harbor,FL,34683.0,family property trust services inc,34683,1019,0.0,-82.7669760274305,28.0736258891926,1019.0
8975,120349,"Adelco Services, Inc.","Adelco Services, Inc.",215 Celebration Place,Celebration,FL,34747.0,adelco services inc,34747,215,0.0,-81.5305883232927,28.3307202140514,215.0
8976,120355,Hungry Howies,"Polk Pizza, LLC",221 Commonwealth Ave,Polk City,FL,33868.0,hungry howies,33868,221,2.0,-81.8254361871,28.1801191033955,221.0
8977,120411,Henry Franklin Green,Henry Franklin Green,1424 E 7th St,Pahokee,FL,33476.0,henry franklin green,33476,1424,2.0,-80.6550236897793,26.8129839041762,1201.0
8978,120450,Luis Javier Valdovinos Harvesting,Luis Javier Valdovinos Harvesting,P.O. Box 3256,Arcadia,FL,34266.0,luis javier valdovinos harvesting,34266,3256,100.0,-81.8261243406917,27.1898619545555,
8979,120452,"National Brokerage, Inc.","National Brokerage, Inc.",12060 NW South River Drive,Medley,FL,33178.0,national brokerage inc,33178,12060,0.0,-80.3616048286313,25.8821360170182,12060.0
8980,120453,Go Tape & Label,"Go Tape & Label, Inc.",19575 NE 10 Ave,Miami,FL,33179.0,go tape & label,33179,19575,20.0,-80.1818204432782,25.9563401620765,19575.0
8981,120468,Global Information Group,Global Information Group,10928 N. 56th St.,Temple Terrace,FL,33617.0,global information group,33617,10928,0.0,-82.3937807269085,28.0473116400171,10928.0
8982,120470,Pinellas Park Care& Rehab,"HOME QUALITY MANAGEMENT, INC","8701 49th Street, North",Pinellas Park,FL,33781.0,pinellas park care& rehab,33781,8701,1.0,-82.7000124691775,27.851083629462,8701.0
8983,120471,Penthouse Beach Club,"Penthouse Beach Club Association, Inc.",10182 Gulf Blvd,Saint Petersburg,FL,33706.0,penthouse beach club,33706,10182,14.0,-82.7667197547895,27.762639872488,10182.0
8984,120472,"N. A. P. A., Parts, Inc.","Genuine Parts Companay/NAPA Parts, In.c",11716 North Florida Avenue,Tampa,FL,33617.0,n a p a parts inc,33617,11716,1.0,-82.4594743504351,28.0549319277172,11716.0
8985,120473,"Pasco Exterior Coatings, Inc.","Pasco Exterior Coatings, Inc.",6246 Montana Avenue,New Port Richey,FL,34653.0,pasco exterior coatings inc,34653,6246,0.0,-82.7110494221776,28.2480717624616,6246.0
8986,120509,Jan Real Estate Company Limited Partnership,EVGA Corporation,"1531 N. Drexel Rd, Suite 66",West Palm Beach,FL,33417.0,jan real estate company limited partnership,33417,1531,2.0,-80.1361089258139,26.7001127323203,1531.0
8987,120510,Lefavor Rentals,Franklin Lefavor,440 S. Military Trail,West Palm Beach,FL,33415.0,lefavor rentals,33415,440,21.0,-80.1125096000205,26.6416527568204,2400.0
8988,120511,Alrod Enterprises,"Executive Management Group Enterprises, Inc.",1658 Kings Road,Jacksonville,FL,32209.0,alrod enterprises,32209,1658,0.0,-81.6834042045795,30.3437617976477,1658.0
8989,120524,Fedex Express,"Fedex Express, Inc.",5341 NW 33rd Ave,Ft Lauderdale,FL,33309.0,fedex express,33309,5341,2.0,-80.1924176126269,26.1904250384056,5341.0
8990,120528,Southeast Airlines,"Southeast Airlines, Inc.","12600 Belcher Rd, Suite 104",Largo,FL,33773.0,southeast airlines,33773,12600,2.0,-82.745835478309,27.8873196042068,12600.0
8991,120538,"Floyd & Lopez Builders, Inc","Floyd & Lopez Builders, Inc.",3929 Lake Joyce Drive,Land O Lakes,FL,34639.0,floyd & lopez builders inc,34639,3929,1.0,-82.4460490259612,28.2136135590281,3929.0
8992,120580,Angels Express,Angels Express Delivery Service Inc,"1222 Range Rd., Unit J",Clearwater,FL,33765.0,angels express,33765,1222,7.0,-82.749616396439,27.9790344432641,2102.0
8993,120583,"Ernie Haire Ford, Inc","Ernie Haire Ford, Inc",9545 N. Florida Avenue,Tampa,FL,33612.0,ernie haire ford inc,33612,9545,0.0,-82.4593569336299,28.0372271102764,9545.0
8994,120584,Point After Sports Bar & Grill,"Point After Restaurant, Inc",6710 N. Hanley Road,Tampa,FL,33614.0,point after sports bar & grill,33614,6710,24.0,-82.566198164036,28.0322322676714,8980.0
8995,120588,Air & Energy,"Air & Energy, Inc.",3018 Avenue C,Holmes Beach,FL,34217.0,air & energy,34217,3018,34.0,-80.680937999959,26.6834217147903,
8996,120590,Allied Tires,"Allied Tire Sales, Inc. division of Goodyear",5785 Beneva Rd.,Sarasota,FL,34233.0,allied tires,34233,5785,14.0,-82.497510270208,27.2696504647665,5785.0
8997,120606,S.I.G. Corp.,"Security Investigations Group, Inc.",2639 Dr. MLK Street N.,Saint Petersburg,FL,33704.0,sig corp,33704,2639,17.0,-82.646644716784,27.7445389422321,2639.0
8998,120619,"Tom Shell Plumbing, Inc.","Tom Shell Plumbing, Inc.",11504 Perpetual Drive,Odessa,FL,33556.0,tom shell plumbing inc,33556,11504,0.0,-82.6258775308793,28.1976719623811,11504.0
8999,120620,"D.D. ES Fence Manufacturers, Inc.","D.D. ES Fence Manufacturing, Inc",3450 County Line Road,Lakeland,FL,33811.0,dd es fence manufacturers inc,33811,3450,5.0,-82.0558230591188,28.0026542295283,3340.0
9000,120638,"Truck Pro, Inc.","Truck Pro, Inc.",5711 N. 56th St.,Tampa,FL,33610.0,truck pro inc,33610,5711,17.0,-82.3934416446359,27.9999173908221,5711.0
9001,120639,Knights Inn,"RKG, LLC",117 NW Knights Avenue,Lake City,FL,32055.0,knights inn,32055,117,74.0,-82.5912283100415,30.1900302174515,117.0
9002,120668,Bob's Landscaping & Lawn Service,Bob's Complete Landscapeing Inc.,709 E. Seminole Ave.,Melbourne,FL,32901.0,bobs landscaping & lawn service,32901,709,0.0,-80.6088229828376,28.0832021388292,709.0
9003,120670,Space Coast Landscaping,Space Coast Quality Lawn Maint. & Landsc. Inc,3060 Ellis Drive,Melbourne,FL,32904.0,space coast landscaping,32904,3060,10.0,-80.6716726652379,28.0422217641659,3029.0
9004,120684,"Adjuster Restoration Service, Inc.  (ARS)","Sweet Services, Inc.",11605 Casey Road,Tampa,FL,33618.0,adjuster restoration service inc  (ars),33618,11605,10.0,-82.517016213965,28.0540324219177,11605.0
9005,120702,"SCI Distribution, LLC","SCI Distribution, LLC",300 S. Madison Ave. Ste. 2,Clearwater,FL,33756.0,sci distribution llc,33756,300,0.0,-82.7897910118807,27.9631086925366,300.0
9006,120703,Dr. Patrick Abbey,"Dr Patrick A. Abbey D.M.P., P.A.","3000 E. Fletcher Ave., Suite 100",Tampa,FL,33613.0,dr patrick abbey,33613,3000,7.0,-82.393401851349,28.0692852510238,5600.0
9007,120704,The Pirate Ship at John's Pass,"Royal Conquest Pirate Cruise, Inc.",P.O. Box 9697,Treasure Island,FL,33740.0,the pirate ship at johns pass,33740,9697,100.0,-82.7512419314571,27.7405267118578,
9008,120706,America Online,"American Online, Inc.",4892 First Coast Tech Pkway,Jacksonville,FL,32224.0,america online,32224,4892,5.0,-81.4973319448852,30.2553760403608,4901.0
9009,120745,Orange Park Medical Center,"HCA, Inc.",2001 Kingsley Avenue,Orange Park,FL,32073.0,orange park medical center,32073,2001,11.0,-81.7419145953232,30.164546335507,1900.0
9010,120766,Innovative Research of America,"Innovative Research of America, Inc.",2 N. Tamiami Trail,Sarasota,FL,34236.0,innovative research of america,34236,2,0.0,-82.5466424382686,27.3357909853084,2.0
9011,120767,Bennett Contracting/Bennett Hauling,"Jason Bennett Contracting, Inc.",2100 20th Street,Sarasota,FL,34234.0,bennett contracting/bennett hauling,34234,2100,0.0,-82.5284464525817,27.3551227546678,2100.0
9012,120789,John Paul II Catholic High School,"Tallahassee Education Foundation, Inc.",5100 Terrebone Drive,Tallahassee,FL,32311.0,john paul ii catholic high school,32311,5100,10.0,-84.2206935016898,30.3862606417234,5100.0
9013,120790,L&W Engineering,"L & W Engineering, Inc.",2840 Remington Green Circle,Tallahassee,FL,32308.0,l&w engineering,32308,2840,0.0,-84.2432016869012,30.4903428385701,2840.0
9014,120831,Seminole Electrical Services,"Seminole Electrical Services, Inc.",5115 Woodlane Circle,Tallahassee,FL,32303.0,seminole electrical services,32303,5115,0.0,-84.3659865777316,30.521189938557,5115.0
9015,120833,Taco Bell,"Progressive Restaurants, Inc.",1506 W. Tennessee St.,Tallahassee,FL,32304.0,taco bell,32304,1506,0.0,-84.3068277729482,30.4491482452953,1506.0
9016,120834,"Gallups Masonry, Inc.","Gallup Masonry, Inc.",PO Box 788,Bagdad,FL,32530.0,gallups masonry inc,32530,788,100.0,-87.0303606038521,30.5982389254233,
